File / Data,Focal Group,,Grouping_for_statistical_tests,Grouping_tests_MW,,,,,,,,,,,Infraphylum,Phylum,Kingdom,Paper Title,Year Published,Journal/Book,CI,RI,L,#mpts,MinL,TSI,PSI,meanci,meanri,MHER,originalchars,uninformativechars,informativechars,Taxa,%missingchars,Average GC standard bootstrap support,average jackknife support,Average symmetric resampling support,1st taxon in matrix (1st 10 chars),2nd taxon,3rd taxon,4th,5th,6th
Zhou_et_Zhang_2002b,,,Aves,Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Largest bird from the Early Cretaceous and its implications for the earliest avian ecological diversification,2002,Naturwissenschaften,0.701,0.821,301,6,211,0.186,0.265,0.368,0.247,0.736,201,30,171,17,32.9,67.4,38,67.7,,,,,,
Zhou_et_Zhang_2005a,,,Aves,Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Discovery of an ornithurine bird and its implication for Early Cretaceous avian radiation,2005,"Proceedings of the National Academy of Sciences, USA",0.532,0.777,476,10,253,0.151,0.284,0.335,0.313,0.671,202,10,192,26,33.6,50.7,31.8,52.5,,,,,,
Zhou_etal_2008a,Enantiornithes,,Aves,Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Insight into diversity, body size and morphological evolution from the largest Early Cretaceous enantiornithine bird",2008,Journal of Anatomy,0.558,0.804,459,3,256,0.142,0.254,0.306,0.268,0.712,205,13,192,29,36.6,56.7,24.4,61.2,,,,,,
Zhou_etal_2009a,,,Aves,Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new basal ornithurine bird (Jiangchangornis microdonta gen. et sp. nov.) from the Lower Cretaceous of China,2009,Vertebrata Palasiatica,0.534,0.792,479,8,256,0.119,0.223,0.315,0.259,0.693,205,13,192,30,36.9,53.3,22.9,57.6,,,,,,
Zhou_etal_2010a,,,Aves,Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new Lower Cretaceous bird from China and tooth reduction in early avian evolution,2010,Proceedings of the Royal Society of London B,0.542,0.777,467,4,253,0.113,0.209,0.349,0.368,0.67,205,13,192,30,36.7,50.1,22.2,52.1,,,,,,
Zhou_etal_2012a,,,Aves,Aves,Theropoda_minus_Aves,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new basal beaked ornithurine bird from the Lower Cretaceous of western Liaoning, China",2012,Vertebrata Palasiatica,0.489,0.762,530,2,259,0.126,0.259,0.3,0.262,0.649,205,10,195,32,39.5,48.6,21.6,51.8,,,,,,
Adnet_et_Cappetta_2001a.tnt,Squaliformes,,Chondrichthyes,Gnathostomata_minus_Actinopt._and_ Sarcopt.,,,,,,,,,,Chondrichthyes,Gnathostomata,Chordata,Animalia,A palaeontological and phylogenetical analysis of squaliform sharks (Chondrichthyes: Squaliformes) based on dental characters,2001,Lethaia,0.473,0.717,93,1,44,0.237,0.5,0.369,0.355,0.51,29,0,29,24,1.9,26.5,10.4,29.1,,,,,,
de_Carvalho_1996a.tnt,Elasmobranchii,,Chondrichthyes,Gnathostomata_minus_Actinopt._and_ Sarcopt.,,,,,,,,,,Chondrichthyes,Gnathostomata,Chordata,Animalia,"Higher-level elasmobranch phylogeny, basal squaleans, and paraphyly",1996,Interrelationships of Fishes,0.661,0.805,127,1,84,0.299,0.453,0.426,0.263,0.711,67,3,64,20,3.7,62.4,29.4,66.7,,,,,,
Grogan_et_Lund_2009a.tnt,iniopterygians,,Chondrichthyes,Gnathostomata_minus_Actinopt._and_ Sarcopt.,,,,,,,,,,Chondrichthyes,Gnathostomata,Chordata,Animalia,Two new iniopterygians (Chondrichthyes) from the Mississippian (Serpukhovian) Bear Gulch Limestone of Montana with evidence of a new form of chondrichthyan neurocranium,2009,Acta Zoologica,0.426,0.766,155,5,66,0.29,0.682,0.282,0.344,0.576,31,1,30,43,6,16.6,6.4,18.2,,,,,,
McEachran_etal_1996a.tnt,Batoidea,,Chondrichthyes,Gnathostomata_minus_Actinopt._and_ Sarcopt.,,,,,,,,,,Chondrichthyes,Gnathostomata,Chordata,Animalia,Interrelationships of the batoid fishes (Chondrichthyes: Batoidea),1996,Interrelationships of Fishes,0.775,0.932,111,16,86,0.577,0.744,0.361,0.236,0.891,65,0,65,30,1.2,53.4,26.1,58.8,,,,,,
Sequeira_et_Coates_2000a.tnt,primitive sharks,,Chondrichthyes,Gnathostomata_minus_Actinopt._and_ Sarcopt.,,,,,,,,,,Chondrichthyes,Gnathostomata,Chordata,Animalia,"Reassessment of '<em>Cladodus</em>' <em>neilsoni</em> Traquair: a primitive shark from the Lower Carboniferous of East Kilbride, Scotland",2000,Palaeontology,0.65,0.767,40,3,26,0.325,0,0.483,0.493,0.557,23,3,20,13,14.7,33.3,15.7,35.5,Mimia,Gutturens,C_wildung,Cobelodus,Helodus  ,Hybodus  
Shirai_1996a.tnt,neoselachians,,Chondrichthyes,Gnathostomata_minus_Actinopt._and_ Sarcopt.,,,,,,,,,,Chondrichthyes,Gnathostomata,Chordata,Animalia,Phylogenetic interrelationships of neoselachians (Chondrichthyes: Euselachii),1996,Interrelationships of Fishes,0.594,0.917,261,4,155,0.548,0.49,0.202,0.227,0.88,105,0,105,53,2.9,50.1,24.1,54.4,OUTGROUP ,Heterodon,parascyll,Brachaelu,Orectolob,
Donoghue_2001a.tnt,,,Conodonta,Agnatha,,,,,,,,,,,,Chordata,Animalia,Conodonts meet cladistics: recovering relationships and assessing the completeness of the conodont fossil record,2001,Palaeontology,0.648,0.814,54,1,35,0.5,0.772,0.458,0.309,0.69,36,2,34,18,11.4,46.2,22.5,47.8,,,,,,
Wickstrom_et_Donoghue_2005a,,,Conodonta,Agnatha,,,,,,,,,,,,Chordata,Animalia,"Cladograms, phylogenies and the veracity of the conodont fossil record",2005,Special Papers in Palaeontology,0.467,0.714,105,8,49,0.238,0.51,0.364,0.385,0.496,49,0,49,24,28.7,26.5,10.1,31.5,,,,,,
Adams_2013a.tnt,Neosuchia,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new neosuchian crocodyliform from the Lower Cretaceous (late Aptian) Twin Mountains Formation of North-Central Texas,2013,Journal of Vertebrate Paleontology,0.263,0.686,1387,6,365,0.176,0.669,0.222,0.201,0.551,301,11,290,89,40,37.1,15.2,40.9,,,,,,
Aguilera_etal_2006a.tnt,Alligatoridae,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new giant Purussaurus (Crocodyliformes, Alligatoridae) from the Upper Miocene Urumaco Formation, Venezuela",2006,Journal of Systematic Palaeontology,0.412,0.824,493,24,203,0.225,0.546,0.211,0.24,0.732,164,5,159,70,33.7,43.3,14.6,47.4,,,,,,
Andrade_et_Bertini_2008aa.tnt,Notosuchia,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Morphological and anatomical observations about Mariliasuchus amarali and Notosuchus terrestris (Mesoeucrocodylia) and their relationships with other South American notosuchians,2008,Arquivos do Museu Nacional Rio de Janeiro,0.477,0.637,463,1,221,0.197,0.412,0.354,0.246,0.492,183,5,178,20,21.2,60.1,37.6,65.9,,,,,,
Andrade_et_Bertini_2008ab.tnt,Notosuchia,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Morphological and anatomical observations about Mariliasuchus amarali and Notosuchus terrestris (Mesoeucrocodylia) and their relationships with other South American notosuchians,2008,Arquivos do Museu Nacional Rio de Janeiro,0.382,0.692,634,31,242,0,0,0.265,0.229,0.555,205,7,198,46,36.9,45.5,19,49.8,,,,,,
Andrade_et_Bertini_2008b.tnt,Notosuchia,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new Sphagesaurus (Mesoeucrocodylia: Notosuchia) from the Upper Cretaceous of Monte Alto City (Bauru Group, Brazil), and a revision of the Sphagesauridae",2008,Historical Biology,0.476,0.653,477,1,227,0.22,0.462,0.367,0.246,0.514,183,0,183,21,21.4,61.5,39.5,66.3,,,,,,
Andrade_etal_2011a.tnt,Neosuchia,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new Berriasian species of Goniopholis (Mesoeucrocodylia, Neosuchia) from England, and a review of the genus",2011,Zoological Journal of the Linnean Society,0.29,0.764,2177,76,631,0.098,0.339,0.182,0.169,0.681,486,14,472,107,36.1,52.2,29.8,56.6,,,,,,
Barbosa_etal_2008a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,New dyrosaurid crocodylomorph and evidences for faunal turnover at the K-P transition in Brazil,2008,Proceedings of the Royal Society of London B,0.673,0.818,49,5,33,0.143,0.212,0.499,0.431,0.664,30,2,28,14,22.9,25.3,12.7,26.7,,,,,,
Brochu_1997ab.tnt,Crocodilia,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Morphology, fossils, divergence timing, and the phylogenetic relationships of Gavialis",1997,Systematic Biology,0.416,0.818,486,12,202,0.193,0.465,0.218,0.254,0.727,164,6,158,62,29.6,41.4,16.2,46,,,,,,
Brochu_1997b.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A review of ""Leidyosuchus"" (Crocodyliformes, Eusuchia) from the Cretaceous through Eocene of North America",1997,Journal of Vertebrate Paleontology,0.414,0.817,488,54,202,0.164,0.396,0.21,0.236,0.725,164,6,158,63,30.6,36.3,14.2,40.3,,,,,,
Brochu_1999a.tnt,Alligatoroidae,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Phylogenetics, taxonomy, and historical biogeography of Alligatoroidea",1999,Journal of Vertebrate Paleontology,0.423,0.833,473,36,200,0.241,0.57,0.209,0.247,0.746,164,7,157,70,33.5,45.4,14.6,49.7,,,,,,
Brochu_2000a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Phylogenetic relationships and divergence timing of Crocodylus based on morphology and the fossil record,2000,Copeia,0.388,0.84,526,936,204,0.213,0.549,0.181,0.239,0.756,164,4,160,80,30.8,36.1,12.9,40.3,,,,,,
Brochu_2001a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Congruence between physiology, phylogenetics, and the fossil record on crocodylian historical biogeography",2001,Crocodilian Biology and Evolution,0.388,0.84,526,936,204,0.213,0.549,0.181,0.239,0.756,164,4,160,80,30.8,36.1,12.9,40.3,,,,,,
Brochu_2004a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new Late Cretaceous gavialoid crocodylian from eastern North America and the phylogenetic relationships of thoracosaurs,2004,Journal of Vertebrate Paleontology,0.436,0.758,397,544,173,0.126,0.289,0.227,0.221,0.637,164,29,135,47,33.7,40.4,15.1,42.5,,,,,,
Brochu_2004b.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Alligatorine phylogeny and the status of Allognathosuchus Mook, 1921",2004,Journal of Vertebrate Paleontology,0.547,0.8,234,3,128,0.218,0.398,0.212,0.169,0.696,167,63,104,39,33.5,45.7,14.2,42.9,,,,,,
Brochu_2006a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Osteology and phylogenetic significance of Eosuchus minor (Marsh, 1870) new combination, a longirostrine crocodylian from the Late Paleocene of North America",2006,Journal of Paleontology,0.444,0.783,378,12,168,0.201,0.453,0.224,0.232,0.666,165,33,132,51,35.4,44.6,13.4,44.3,,,,,,
Brochu_2006b.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new miniature horned crocodile from the Quaternary of Aldabra Atoll, Western Indian Ocean",2006,Copeia,0.439,0.738,369,324,162,0.122,0.278,0.232,0.195,0.612,165,36,129,48,27.6,28.9,9.5,30,,,,,,
Brochu_2007a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Morphology, relationships, and biogeographical significance of an extinct horned crocodile (Crocodylia, Crocodylidae) from the Quaternary of Madagascar",2007,Zoological Journal of the Linnean Society,0.408,0.794,453,36,185,0.28,0.687,0.202,0.206,0.692,166,21,145,68,32,35.8,12,38.5,,,,,,
Brochu_2007b.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Systematics and taxonomy of Eocene tomistomine crocodylians from Britain and northern Europe,2007,Palaeontology,0.426,0.806,406,36,173,0.268,0.63,0.198,0.205,0.707,165,28,137,62,30.6,39.8,12,39.3,,,,,,
Brochu_2010a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new alligatorid from the Lower Eocene Green River Formation of Wyoming and the origin of caimans,2010,Journal of Vertebrate Paleontology,0.506,0.78,263,81,133,0.141,0.278,0.205,0.154,0.664,174,67,107,44,34.7,38.8,11.3,37.8,,,,,,
Brochu_2011a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Phylogenetic relationships of Necrosuchus ionensis Simpson, 1937 and the early history of caimanines",2011,Zoological Journal of the Linnean Society,0.385,0.818,563,792,217,0.202,0.526,0.187,0.213,0.723,181,16,165,81,34.2,42,14.3,45.6,,,,,,
Brochu_et_Gingerich_2000a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"New tomistomine crocodylian from the Middle Eocene (Bartonian) of Wadi Hitan, Fayum Province, Egypt",2000,"Contributions from the Museum of Paleontology, The University of Michigan",0.383,0.839,532,1872,204,0.203,0.53,0.18,0.246,0.756,164,4,160,82,31.6,33.7,11.9,37.6,,,,,,
Brochu_et_Rincon_2004a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A gavialoid crocodylian from the Lower Miocene of Venezuela,2004,Special Papers in Palaeontology,0.382,0.843,537,1872,205,0.24,0.629,0.178,0.253,0.762,164,4,160,85,32.3,33.7,11.7,37.6,,,,,,
Brochu_et_Storrs_2012a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A giant crocodile from the Plio-Pleistocene of Kenya, the phylogenetic relationships of Neogene African crocodylines, and the antiquity of Crocodylus in Africa",2012,Journal of Vertebrate Paleontology,0.431,0.722,288,5456,124,0.163,0.379,0.177,0.131,0.56,189,87,102,53,31,36.2,7.9,27.6,,,,,,
Brochu_etal_2002a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A dyrosaurid crocodyliform braincase from Mali,2002,Journal of Paleontology,0.495,0.667,212,12,105,0.212,0.429,0.309,0.206,0.496,110,21,89,24,27.8,45,18.8,47.6,,,,,,
Brochu_etal_2010a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new horned crocodile from the Plio-Pleistocene hominid sites at Olduvai Gorge, Tanzania",2010,PLoS ONE,0.493,0.72,215,432,106,0.237,0.481,0.338,0.22,0.563,98,9,89,37,21.5,31.8,10.5,34.2,,,,,,
Buckley_et_Brochu_1999a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,An enigmatic new crocodile from the Upper Cretaceous of Madagascar,1999,Special Papers in Palaeontology,0.498,0.67,211,8,105,0.199,0.4,0.356,0.207,0.5,110,21,89,24,28,43.4,17.9,45.8,,,,,,
Buckley_etal_2000a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A pug-nosed crocodyliform from the Late Cretaceous of Madagascar,2000,Nature,0.46,0.642,252,2,116,0.151,0.328,0.342,0.225,0.447,117,21,96,25,29.3,33.7,18.7,34.6,,,,,,
Buscalioni_et_Sanz_1988aa.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Phylogenetic relationships of the Atoposauridae (Archosauria, Crocodylomorpha)",1988,Historical Biology,0.731,0.741,26,2,19,0.231,0.316,0.397,0.26,0.531,34,15,19,8,16.2,60.7,33.4,54.8,,,,,,
Buscalioni_et_Sanz_1988ab.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Phylogenetic relationships of the Atoposauridae (Archosauria, Crocodylomorpha)",1988,Historical Biology,0.9,0.917,10,3,9,0.4,0.444,0.304,0.179,0.808,28,19,9,7,25.5,41.3,33.5,42.6,,,,,,
Buscalioni_et_Sanz_1988ac.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Phylogenetic relationships of the Atoposauridae (Archosauria, Crocodylomorpha)",1988,Historical Biology,1,1,3,1,3,0.667,0.667,0.278,0.222,1,9,6,3,6,3.7,75,34.2,56,,,,,,
Buscalioni_etal_2001a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A revision of the crocodyliform Allodaposuchus precedens from the Upper Cretaceous of the Hateg Basin, Romania. Its relevance in the phylogeny of Eusuchia",2001,Journal of Vertebrate Paleontology,0.418,0.82,479,12,200,0.196,0.469,0.216,0.227,0.73,166,8,158,62,30.1,42.6,16.6,47.2,,,,,,
Carvalho_etal_2004a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"<em>Uberabasuchus terrificus</em> sp. nov., a new crocodylomorpha from the Bauru Basin (Upper Cretaceous), Brazil",2004,Gondwana Research,0.388,0.525,343,3,133,0.073,0.188,0.283,0.226,0.284,183,53,130,22,35.4,24.2,12.5,24.4,,,,,,
Cau_et_Fanti_2011a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The oldest known metriorhynchid crocodylian from the Middle Jurassic of North-eastern Italy: Neptunidraco ammoniticus gen. et sp. nov.,2011,Gondwana Research,0.718,0.898,156,3,112,0.288,0.402,0.422,0.298,0.83,86,2,84,40,38.6,43.7,12.4,49.2,,,,,,
Clark_1994a.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Patterns of evolution in Mesozoic Crocodyliformes,1994,In the Shadow of the Dinosaurs,0.467,0.782,242,5,113,0.227,0.487,0.269,0.264,0.665,101,3,98,34,25.8,31.5,12.9,37,,,,,,
Clark_et_Sues_2002aa.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Two new basal crocodylomorph archosaurs from the Lower Jurassic and the monophyly of the Sphenosuchia,2002,Zoological Journal of the Linnean Society,0.603,0.679,63,14,38,0.079,0.132,0.659,0.365,0.408,34,1,33,15,34.3,28.3,14,29.6,,,,,,
Clark_et_Sues_2002ab.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Two new basal crocodylomorph archosaurs from the Lower Jurassic and the monophyly of the Sphenosuchia,2002,Zoological Journal of the Linnean Society,0.597,0.667,62,15,37,0.161,0.27,0.544,0.325,0.395,34,2,32,13,26.2,30.8,18.2,32.6,,,,,,
Clark_et_Sues_2002ac.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Two new basal crocodylomorph archosaurs from the Lower Jurassic and the monophyly of the Sphenosuchia,2002,Zoological Journal of the Linnean Society,0.597,0.675,62,25,37,0.065,0.108,0.562,0.407,0.406,36,2,34,15,36.7,27.9,14,29,,,,,,
Clark_et_Sues_2002ad.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Two new basal crocodylomorph archosaurs from the Lower Jurassic and the monophyly of the Sphenosuchia,2002,Zoological Journal of the Linnean Society,0.59,0.662,61,24,36,0.131,0.222,0.53,0.413,0.39,36,3,33,13,28.8,29.4,18.1,31.3,,,,,,
Clark_etal_2000aa.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new specimen of Hesperosuchus agilis from the Upper Triassic of New Mexico and the interrelationships of basal crocodylomorph archosaurs,2000,Journal of Vertebrate Paleontology,0.627,0.707,59,2,37,0.322,0.514,0.588,0.429,0.445,33,1,32,14,35.3,28.6,14.2,29.9,,,,,,
Clark_etal_2000ab.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new specimen of Hesperosuchus agilis from the Upper Triassic of New Mexico and the interrelationships of basal crocodylomorph archosaurs,2000,Journal of Vertebrate Paleontology,0.621,0.694,58,2,36,0.224,0.361,0.552,0.43,0.422,33,2,31,12,26.8,34.5,19.8,32.9,,,,,,
Clark_etal_2004b.tnt,,,Crocodylomorpha,Crurotarsi,,,,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A Middle Jurassic 'sphenosuchian' from China and the origin of the crocodylian skull,2004,Nature,0.54,0.664,100,34,54,0.14,0.259,0.464,0.32,0.416,55,8,47,17,27.2,29.2,12.5,32.1,,,,,,
